a14,a13,a12,a11,a10,a9,a8,a7,a6,a5,a4,a3,a2,a1,a0,degree,first_coefficient_sign,coefficient_sum,sign_changes,label,num_real_roots
,,,,0.0,0.0,0.0,0.0,0.0,0.0,71.74173728253919,91.0369404802626,-42.22184960293538,21.353428582571283,98.19376331276447,4,1.0,240.10402005520217,2.0,1,0.0
,,,,63.21939067646551,63.4550829445395,-45.83253544485937,-90.25914962649966,13.739757902639523,-10.446477869200791,-29.783798414256268,68.76936388414754,95.42842714601178,-36.66527938446349,26.859659727255945,10,1.0,118.4844415417802,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.65287510638456,-9.838897538271496,29.39892082324752,2,1.0,89.21289839136058,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.63223759588348,-85.4001045745464,99.33313877475057,2,1.0,95.56527179608764,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7461438876797,57.29422998358632,94.38658945168147,2,1.0,227.4269633229475,0.0,1,0.0
,,,,0.0,0.0,51.80033586582192,-33.56244750176516,56.3009337793259,50.708895962383934,-51.17105394424721,-32.04296716805818,-33.917391490033964,9.106305805592882,28.09789698305474,8,1.0,45.32050829207485,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,80.23748748945366,82.37193389221275,37.58239756918664,-40.65667743036035,79.99410376961114,4,1.0,239.52924529010383,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,18.788499950144995,-4.382539450389487,94.13546961405356,-11.167722402417496,25.71731082960009,-20.58571679965088,34.42473818903727,6,1.0,136.93003993037806,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.48452581887588,-0.6040730806244738,90.05200083169251,2,1.0,117.93245356994392,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.29878484516632,-56.36962247915029,44.90400052314448,2,1.0,53.833162889160505,2.0,1,0.0
,,,,73.78040159210781,99.54690001281732,97.75854847575692,-35.0574312728055,63.39621547571591,78.29140521782426,30.88727127587876,-6.556037184508739,-21.34677301085665,-61.778658798024175,42.17498209379522,10,1.0,361.0968238777011,4.0,1,0.0
,,,,0.0,0.0,99.13866630595663,-90.12952221953944,22.06020812674636,-74.38667399933507,-87.63748288181061,45.59446889652369,93.69261525723132,11.723618323804658,22.50902165540265,8,1.0,42.56491946498018,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.87487731544539,77.04857154119878,55.11075122558918,2,1.0,208.03420008223333,0.0,1,0.0
,,,,0.0,0.0,94.003099219437,27.100939180009647,75.44031089516542,78.98021871903367,7.152711290293226,-31.454783282044502,-65.57984814875743,69.67454115795749,80.59163265418462,8,1.0,335.9088216852791,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.04503922789832,65.33364623765945,31.36022214214512,2,1.0,152.73890760770288,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,92.45430253097052,65.01974210765371,-53.59680836799375,-58.87173030727584,60.67494156420102,49.7632764245268,52.2540019869154,6,1.0,207.69772593899785,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,90.89116550977536,42.17220456697567,9.93748084374431,-34.4808752697014,93.1974444807318,79.42074702906692,20.88055356671576,6,1.0,302.0187207273084,2.0,1,0.0
,,,,0.0,0.0,18.04109239881461,-15.858309325930506,21.765544460636747,1.9935699530835933,-79.77405481821238,-73.88860776953412,94.78809959864309,73.62428824155259,95.59727569809846,8,1.0,136.28889843715206,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.70226863133672,14.169556139701896,19.89068817515671,2,1.0,102.76251294619532,0.0,1,0.0
,,,,95.15817263468536,-49.84541077318647,98.695509795676,82.20556449315688,6.934589597274936,-34.57992276961892,-95.84212066771909,-22.424519210474784,-32.825673805569906,5.771378772142427,48.0381485486709,10,1.0,101.2857166150374,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.56270540382297,45.44214003000548,77.77350135076864,2,1.0,143.7783467845971,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43981770965209,-9.561027661413805,40.92102524678006,2,1.0,85.79981529501835,2.0,1,0.0
,,,,0.0,0.0,79.71135796198189,6.228388693998468,80.09893101425297,43.9747040732714,-28.5060696574782,64.77311188808079,-41.66086797195128,-56.80161128555932,90.2476379263677,8,1.0,238.06558264296444,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,19.02800504786389,56.89617043332865,54.173143386937625,-95.23135435766996,-29.913698336590784,66.45124449068746,46.694810611681135,6,1.0,118.09832127623802,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,87.46694908875193,-89.82188244426396,73.3970218602798,-20.647412056408623,-24.658216970799003,69.51567406938128,76.88390233679496,6,1.0,172.13603588373638,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.59602028802794,84.02996060149903,69.17151911200096,2,1.0,238.797500001528,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06431765926459,-86.76574926913558,31.46506521853996,2,1.0,18.763633608668968,2.0,1,0.0
,,,,64.54557980610923,-45.309971978126825,-27.699524870236857,31.560334148567136,6.477616234125307,-30.56547517770485,-64.03238794171484,-87.2097242460672,75.35009319483748,80.91849428526672,24.8321370571738,10,1.0,28.867170512229123,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.398469344606383,22.294900258711,22.23100548971604,2,1.0,62.92437509303342,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.46098995902895,-32.33184936374806,95.7287116143888,2,1.0,152.8578522096697,2.0,1,0.0
,,,,0.0,0.0,83.82534668705571,-83.8088338269916,21.74702580138276,-36.24461219065304,40.45116127105561,23.9141689055909,-48.333256743225526,61.00748810128155,58.3035423097522,8,1.0,120.86203031524856,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.965077911904956,8.810795284597035,52.85335374835108,2,1.0,75.62922694485307,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.7553410413669,-82.91389854981266,26.898991263525343,71.07474159650263,96.1276061420507,4,1.0,167.94278149363294,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5944739108607,-69.18482841787095,45.51367459194822,2,1.0,53.92332008493797,2.0,1,0.0
,,,,97.71800575400049,-12.971287588191572,-41.58500326900714,-83.52168349006831,51.57973750253996,-28.303582532233577,-70.52467521185375,-14.247292511261094,38.46485129397243,61.77081460774875,98.91946082756004,10,1.0,97.29934538320622,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,92.57176555847433,76.19118496013272,64.34069331132662,26.553113091188777,31.234568404779083,4,1.0,290.8913253259016,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,81.96296534075873,11.036403023752172,33.74777946945795,75.39099235698293,76.43237370715957,4,1.0,278.57051389811136,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.05311406687821,-98.16776079234371,78.81530484935163,2,1.0,28.700658123886114,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.58410432870224,-19.14315219970048,82.13794315448848,32.78782897631086,47.85632364362161,4,1.0,180.22304790342272,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.397733928238537,71.09502413583445,96.02089573658986,2,1.0,187.51365380066284,0.0,1,0.0
,,,,47.26805456979923,99.5068369455436,90.15331081830132,-86.56575607379997,-11.737611522511289,23.793231410405056,43.16923830724886,80.83243201633354,28.872752206095186,26.91239026261529,48.9680303191636,10,1.0,391.1729092591944,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.517364788306026,23.15101332895348,12.919823683587367,2,1.0,84.58820180084687,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,79.94515186725303,29.81764505427563,41.25129589402752,-80.18819129790138,53.97858516213171,31.565789273951992,34.76801711750335,6,1.0,191.13829307124183,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.06770858036715,23.426929851216173,10.007601687302367,28.843644463218567,29.470337147040368,4,1.0,182.81622172914464,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,98.47395789117462,-95.01551011997908,29.028444879195547,-85.60986640497221,80.24659399162172,4,1.0,27.12362023704061,4.0,1,0.0
,,,,0.0,0.0,50.60979828588504,48.43979727244678,-34.83745167968755,-20.547266330119584,20.976592541708456,41.60788090177499,46.551772874505446,-31.126562971064104,77.53075083544218,8,1.0,199.20531173089165,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,59.03000951244982,-51.7905239790581,42.67292016630876,15.059581929936089,65.19171282410338,1.138711663467774,92.87050047919726,6,1.0,224.17291259640496,2.0,1,0.0
,,,,0.0,0.0,41.8323383757924,22.452867165517404,7.182537330227689,-60.01475704612189,64.3968264860678,49.63310383460359,56.345397281692925,-81.35310706700787,33.47746911098892,8,1.0,133.95267547176095,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,79.30702726895697,-32.58270443331092,-30.45221779683449,30.59312092674432,91.02405808695394,15.271873139095064,14.182367424545076,6,1.0,167.34352461614998,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,27.452013819172777,-28.65404111306032,13.58625039076908,12.27257046952721,18.52271314753797,69.6613411358677,38.44462242073487,6,1.0,151.2854702705493,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,99.67431889798053,-70.02735806738873,53.59831471684612,63.70108056902802,99.215450946028,93.8438270572784,73.29183439898046,6,1.0,413.2974685187528,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.63251972654484,-82.31389266443674,72.25450202714529,2,1.0,87.5731290892534,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,96.45574072214949,-96.37385278833804,-19.693464481042028,76.2573242721237,40.337584348661096,4,1.0,96.9833320735542,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,33.12259985463143,9.12154864024761,17.800841538234423,-74.9473382031859,-18.581038517199104,53.89268560059824,24.150162100899664,6,1.0,44.55946101422637,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.99851520064638,-10.38768704514061,4.79033396465951,2,1.0,88.40116212016528,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.86180670709015,72.67693832865532,94.20490134572586,2,1.0,245.7436463814713,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,58.68123159050967,20.951017022954403,-36.22597459555832,37.66292911546984,58.146391912615314,46.33806418274588,48.86682202589827,6,1.0,234.42048125463504,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906211914613252,8.124207029913649,30.96444704782837,2,1.0,48.99486599235527,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,46.0206110463896,-49.8876472035666,14.815901024382924,64.82281289473988,41.49025639765131,4,1.0,117.26193415959712,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,41.44497830505006,81.88792066019357,47.15865801975741,47.80178171734036,89.34427557197097,4,1.0,307.63761427431234,0.0,1,0.0
,,,,0.0,0.0,42.45557903501643,-84.73252907425885,50.40209677133032,-17.844834457053068,94.10340753400249,14.122131422470588,-91.12468645495282,83.24352080179304,98.0327836651502,8,1.0,188.65746924349835,6.0,1,0.0
,,,,72.57592699528755,45.024976436943575,77.524199266072,-33.21664971278675,63.88048169852021,-3.892721534020312,-48.96298266422357,-4.297772019679542,56.95124844828234,77.10376740530015,76.65892952506275,10,1.0,379.3494038447584,4.0,1,0.0
,,,,58.73144939483845,-69.05512064053312,-51.21985614331843,45.78768339464557,39.687386385565446,-9.494556930207068,85.80815951652804,28.30985336061002,41.21087243419692,-41.71168762176632,60.66943758053219,10,1.0,188.7236207310917,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,43.63078030677397,-9.61712964490573,66.60138299800207,8.853810032334025,86.23081285158031,4,1.0,195.69965654378464,2.0,1,0.0
,,,,0.0,0.0,77.16278437891765,61.2140112048055,22.452099195789927,25.76859772053509,82.17315159549307,24.760418108829256,-41.58876636286119,-61.78288230951172,37.26359250151359,8,1.0,227.4230060335112,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63239922145303,-75.17625337996634,84.24173986714086,2,1.0,97.69788570862757,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,52.01580438753652,22.679971447790976,-0.0002482283488944,-44.01837656788652,34.811363880665425,4,1.0,65.4885149197575,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029985099588188,-1.8598967198622631,43.55915230859043,2,1.0,46.72924068831635,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.841021718820826,11.93349954067979,70.6770080177464,2,1.0,131.451529277247,0.0,1,0.0
,,,,0.0,0.0,81.25933504718915,-53.41129917306993,62.77952896685764,-76.58393546803066,49.04377939850016,47.13318139553155,53.5051861630335,81.19373376660687,65.24097178354589,8,1.0,310.1604818801642,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,68.05726200936783,49.38120455270351,76.35532380160632,-80.42828411396974,93.57914497615072,4,1.0,206.94465122585865,2.0,1,0.0
